Gene_EGGNOG	Gene_Keio	KEGG_acc	KEGG_pathway	Locus..Klebsiella.pneumoniae.Ecl8	Locus..Klebsiella.pneumoniae.RH201207	Locus..Escherichia.coli.ST131.EC958	Locus..Escherichia.coli.UPEC.ST131.NCTC13441	Locus..Escherichia.coli.BW25113..Keio.	Locus..Escherichia.coli.BW25113	Locus..Citrobacter.rodentium.ICC168	Locus..Salmonella.Typhi.Ty2	Locus..Salmonella.Typhimurium.A130	Locus..Salmonella.Typhimurium.D23580	Locus..Salmonella.Typhimurium.SL3261	Locus..Salmonella.Typhimurium.SL1344	Locus..Salmonella.Enteritidis.P125109	DEG..Salmonella.enterica.serovar.Typhi	Enterobacteriaceae..essential	Bacteria..excluding.symbionts...essential	TraDIS.Essentiality..Klebsiella.pneumoniae.Ecl8	TraDIS.Presence..Klebsiella.pneumoniae.Ecl8	TraDIS.Essentiality..Klebsiella.pneumoniae.RH201207	TraDIS.Presence..Klebsiella.pneumoniae.RH201207	TraDIS.Essentiality..Escherichia.coli.ST131.EC958	TraDIS.Presence..Escherichia.coli.ST131.EC958	TraDIS.Essentiality..Escherichia.coli.UPEC.ST131.NCTC13441	TraDIS.Presence..Escherichia.coli.UPEC.ST131.NCTC13441	EcoGene.Essentiality..Escherichia.coli.BW25113	EcoGene.Presence..Escherichia.coli.BW25113	TraDIS.Essentiality..Escherichia.coli.BW25113	TraDIS.Presence..Escherichia.coli.BW25113	TraDIS.Essentiality..Citrobacter.rodentium.ICC168	TraDIS.Presence..Citrobacter.rodentium.ICC168	TraDIS.Essentiality..Salmonella.Typhi.Ty2	TraDIS.Presence..Salmonella.Typhi.Ty2	DEG..Salmonella.enterica.serovar.Typhi.1	TraDIS.Essentiality..Salmonella.Typhimurium.A130	TraDIS.Presence..Salmonella.Typhimurium.A130	TraDIS.Essentiality..Salmonella.Typhimurium.D23580	TraDIS.Presence..Salmonella.Typhimurium.D23580	TraDIS.Essentiality..Salmonella.Typhimurium.SL3261	TraDIS.Presence..Salmonella.Typhimurium.SL3261	TraDIS.Essentiality..Salmonella.Typhimurium.SL1344	TraDIS.Presence..Salmonella.Typhimurium.SL1344	TraDIS.Essentiality..Salmonella.Enteritidis.P125109	TraDIS.Presence..Salmonella.Enteritidis.P125109
gmhA	gmhA	eco00540 / eco01100	Lipopolysaccharide biosynthesis / Metabolic pathways	BN373_07201	ERS227112_02576	EC958_0362	NCTC13441_03756	b0222	BW25113_0222	ROD_02231	t2540	STM_MW03211	STMMW_03211	SL3261_0306	SL1344_0306	SEN0293	1	35.7	17.5	-1.01759089920646	1	-6.5	1	0.675581007263957	1	-2.03952118493033	1	0	1	2.66045164084878	1	0.254012078175117	1	-6.5	1	1	0.351561682845574	1	2.04178053351326	1	2.00787828834874	1	2.03140330797477	1	2.40914865237367	1
suhB	suhB	eco00521 / eco00562 / eco01100	Streptomycin biosynthesis / Inositol phosphate metabolism / Metabolic pathways	BN373_35221	ERS227112_00050	EC958_2844	NCTC13441_01202	b2533	BW25113_2533	ROD_24771	t0310	STM_MW25631	STMMW_25631	SL3261_2508	SL1344_2508	SEN2526	1	92.9	50	-6.5	1	-6.5	1	-2.64854176510038	1	-6.5	1	1	1	-6.5	1	0.684005205320923	1	-6.5	1	1	-6.5	1	-2.22888096362865	1	-2.57601337112427	1	-1.8870083459793	1	-3.13519011178334	1
hemE	hemE	eco00860 / eco01100 / eco01110	Porphyrin and chlorophyll metabolism / Metabolic pathways / Biosynthesis of secondary metabolites	BN373_49941	ERS227112_01850	EC958_5108	NCTC13441_04497	b3997	BW25113_3997	ROD_37551	t3464	STM_MW41201	STMMW_41201	SL3261_4106	SL1344_4106	SEN3953	1	92.9	65	-0.226389495733296	1	-2.91298914272056	1	-3.92208030072645	1	-6.5	1	0	1	-6.5	1	-1.89733083212999	1	-6.5	1	1	-6.5	1	-2.78395443615209	1	-2.40110688417752	1	-3.94290245878378	1	-2.22424528536643	1
cca	cca	-	-	BN373_41131	ERS227112_01146	EC958_3461	NCTC13441_00636	b3056	BW25113_3056	ROD_36001	t3124	STM_MW31651	STMMW_31651	SL3261_3177	SL1344_3177	SEN3046	1	92.9	55	-2.59332389613961	1	-6.5	1	0.883384120032221	1	-1.21370807843729	1	1	1	-2.80904696976383	1	-1.48865465581399	1	-6.5	1	1	-6.5	1	-3.56789982135724	1	-6.5	1	-6.5	1	-2.76965506388551	1
lapA	yciS	-	-	BN373_19011	ERS227112_05453	EC958_1611	NCTC13441_02484	b1279	BW25113_1279	ROD_17211	t1622	STM_MW17041	STMMW_17041	SL3261_1641	SL1344_1641	SEN1324	1	28.6	12.5	-6.5	1	-0.189582208345954	1	2.16324415967101	1	2.12809302429939	1	0	1	0.501107166690232	1	1.38066536593519	1	0.434871017078295	1	1	-6.5	1	1.89512852959699	1	3.35155502019423	1	2.00798790934264	1	1.4845921832723	1
lolB	lolB	-	-	BN373_28301	ERS227112_04432	EC958_1477	NCTC13441_02633	b1209	BW25113_1209	ROD_18041	t1098	STM_MW17701	STMMW_17701	SL3261_1706	SL1344_1706	SEN1261	1	92.9	37.5	-6.5	1	-6.5	1	0.18399857881791	1	-6.5	1	1	1	-6.5	1	-6.5	1	-2.3417698111309	1	1	-6.5	1	-0.229064322257753	1	-6.5	1	-6.5	1	-1.08363588326266	1
rplY	rplY	eco03010	Ribosome	BN373_32241	ERS227112_03962	EC958_2523	NCTC13441_01524	b2185	BW25113_2185	ROD_23161	t0630	STM_MW22551	STMMW_22551	SL3261_2201	SL1344_2201	SEN2217	1	92.9	40	-6.5	1	-6.5	1	-1.44753111122866	1	-6.5	1	0	1	-6.5	1	-6.5	1	-0.611956676031256	1	1	-6.5	1	-6.5	1	-6.5	1	-6.5	1	-1.56212364199614	1
-	-	-	-	BN373_14531	ERS227112_03320	-	-	-	-	-	t3402	-	-	-	-	-	1	28.6	10	-6.5	1	-6.5	1	NA	0	NA	0	0	0	NA	0	NA	0	-1.17156882341318	1	1	NA	0	NA	0	NA	0	NA	0	NA	0
cohE	cohE	-	-	BN373_33841	ERS227112_05331	EC958_4914	NCTC13441_02569	b1145	BW25113_1145	-	-	-	-	-	-	-	0	42.9	17.5	-6.5	1	-6.5	1	-2.17181602071821	1	-6.5	1	1	1	-6.5	1	NA	0	NA	0	0	NA	0	NA	0	NA	0	NA	0	NA	0
mreD	mreD	-	-	BN373_42981	ERS227112_00949	EC958_3640	NCTC13441_00451	b3249	BW25113_3249	ROD_45671	t3287	STM_MW33701	STMMW_33701	SL3261_3344	SL1344_3344	SEN3205	1	85.7	40	-6.5	1	-2.36147465934911	1	-2.52935783858364	1	-6.5	1	1	1	-6.5	1	0.250091758605561	1	-6.5	1	1	-1.08695297119862	1	-0.337747518024882	1	0.557164609148985	1	-0.201591721057178	1	-0.3808493252626	1
-	-	-	-	BN373_10361	ERS227112_02892	-	-	-	-	-	-	-	-	-	-	-	0	14.3	5	-6.5	1	-6.5	1	NA	0	NA	0	0	0	NA	0	NA	0	NA	0	0	NA	0	NA	0	NA	0	NA	0	NA	0
dapD	dapD	eco00300 / eco01100 / eco01120 / eco01230	Lysine biosynthesis / Metabolic pathways / Microbial metabolism in diverse environments / Biosynthesis of amino acids	BN373_06701	ERS227112_02520	EC958_0312	NCTC13441_03812	b0166	BW25113_0166	ROD_01691	t0214	STM_MW02191	STMMW_02191	SL3261_0214	SL1344_0214	SEN0219	1	92.9	55	-6.5	1	-6.5	1	-1.03171961518104	1	-6.5	1	0	1	-6.5	1	-6.5	1	-6.5	1	1	-6.5	1	-6.5	1	-6.5	1	-6.5	1	-0.434659708916945	1
rpmC	rpmC	eco03010	Ribosome	BN373_43481	ERS227112_00875	EC958_3705	NCTC13441_00383	b3312	BW25113_3312	ROD_45101	t4073	-	-	SL3261_3399	SL1344_3399	SEN3260	1	85.7	45	-6.5	1	-6.5	1	-6.5	1	-6.5	1	1	1	-6.5	1	-6.5	1	-6.5	1	1	NA	0	NA	0	-6.5	1	-1.23544222804979	1	-0.632561609932785	1
hldD	hldD	eco00540 / eco01100	Lipopolysaccharide biosynthesis / Metabolic pathways	BN373_46041	ERS227112_00616	EC958_4026	NCTC13441_00065	b3619	BW25113_3619	ROD_41981	t3809	STM_MW36991	STMMW_36991	SL3261_3676	SL1344_3676	SEN3532	1	42.9	22.5	-0.817012887856383	1	-3.48444941647523	1	-1.08076105788827	1	0.803668269173687	1	0	1	2.75872951395407	1	0.306607081796671	1	-3.11443375280273	1	1	-0.0460662470181514	1	1.68649396546718	1	0.531629211526296	1	1.72928702403197	1	1.86640532922579	1
folE	folE	eco00790 / eco01100	Folate biosynthesis / Metabolic pathways	BN373_31931	ERS227112_03989	EC958_2490	NCTC13441_01556	b2153	BW25113_2153	ROD_22811	t0662	STM_MW22251	STMMW_22251	SL3261_2170	SL1344_2170	SEN2186	1	92.9	65	-6.5	1	-1.92934000850037	1	-6.5	1	-1.64583443539678	1	0	1	-1.05099776689073	1	-6.5	1	-6.5	1	1	-6.5	1	-6.5	1	-6.5	1	-6.5	1	-0.865296832443175	1
rplS	rplS	eco03010	Ribosome	BN373_35831	ERS227112_01714	EC958_2908	NCTC13441_01135	b2606	BW25113_2606	ROD_25561	t2628	STM_MW26871	STMMW_26871	SL3261_2646	SL1344_2646	SEN2594	1	85.7	67.5	-6.5	1	-6.5	1	-6.5	1	-0.830796496467658	1	1	1	-6.5	1	-6.5	1	-1.5289136068914	1	1	-6.5	1	0.199872003569552	1	-1.4981523124408	1	1.51982999328242	1	-0.620775283633776	1
hldE	hldE	eco00540 / eco01100	Lipopolysaccharide biosynthesis / Metabolic pathways	BN373_41091	ERS227112_01150	EC958_3456	NCTC13441_00640	b3052	BW25113_3052	ROD_35951	t3120	STM_MW31611	STMMW_31611	SL3261_3173	SL1344_3173	SEN3042	1	50	35	-6.5	1	-6.5	1	-3.32686922278636	1	-0.418646569079809	1	0	1	2.39647254271756	1	0.292814333061716	1	-6.5	1	1	-0.144856382599025	1	1.92183111456264	1	1.84980450830688	1	1.7730121163611	1	1.23995389705847	1
mreC	mreC	-	-	BN373_42991	ERS227112_00948	EC958_3641	NCTC13441_00450	b3250	BW25113_3250	ROD_45661	t3288	STM_MW33711	STMMW_33711	SL3261_3345	SL1344_3345	SEN3206	1	92.9	47.5	-6.5	1	-3.37751586140853	1	-0.241726700328697	1	-0.889635800191698	1	1	1	-0.915793022025116	1	-0.248541146098753	1	-6.5	1	1	-6.5	1	-1.43480604225137	1	0.290495417911999	1	-1.03518394856792	1	-1.47725868622117	1
cysS	cysS	eco00970	Aminoacyl-tRNA biosynthesis	BN373_09711	ERS227112_02833	EC958_0665	NCTC13441_03449	b0526	BW25113_0526	ROD_05581	t2324	STM_MW06051	STMMW_06051	SL3261_0530	SL1344_0530	SEN0518	1	92.9	90	-2.13277584974183	1	-6.5	1	-6.5	1	-6.5	1	1	1	-6.5	1	-6.5	1	-6.5	1	1	-1.69916687527443	1	3.43193531560214	1	-6.5	1	-6.5	1	-1.15834231777824	1
nrdA	nrdA	eco00230 / eco00240 / eco01100	Purine metabolism / Pyrimidine metabolism / Metabolic pathways	BN373_32531	ERS227112_03937	EC958_2571	NCTC13441_01474	b2234	BW25113_2234	ROD_23551	t0587	STM_MW23011	STMMW_23011	SL3261_2246	SL1344_2246	SEN2259	1	85.7	57.5	-6.5	1	-6.5	1	-3.02133200012698	1	-3.27950881530195	1	1	1	-2.82513897600521	1	1.06268598904152	1	-6.5	1	1	-6.5	1	-1.71297040809966	1	2.89296259390496	1	-2.88885821668877	1	-1.19554286417486	1
rpoH	rpoH	-	-	BN373_44621	ERS227112_00758	EC958_3855	NCTC13441_00239	b3461	BW25113_3461	ROD_43611	t3954	STM_MW35571	STMMW_35571	SL3261_3533	SL1344_3533	SEN3391	1	92.9	52.5	-1.19366899526451	1	-3.21110117067804	1	-3.58119363591892	1	-1.42525063398865	1	0	1	-0.445120562890675	1	-1.57047935049217	1	-6.5	1	1	-2.31368047138746	1	-2.50438644070154	1	-1.70749926050911	1	-2.66059667205714	1	-1.97931904785471	1
rfaF	waaF	eco00540 / eco01100	Lipopolysaccharide biosynthesis / Metabolic pathways	BN373_46051	ERS227112_00615	EC958_4027	NCTC13441_00064	b3620	BW25113_3620	ROD_41971	t3808	STM_MW37001	STMMW_37001	SL3261_3677	SL1344_3677	SEN3533	1	28.6	17.5	0	1	-6.5	1	0.753559995387703	1	0.821486265182111	1	0	1	2.77996485682435	1	1.34800375149094	1	-2.27890723670749	1	1	0.204187198030883	1	1.521356709666	1	2.38415807687386	1	2.03561679016071	1	1.45557920771008	1
fbaA	fbaA	eco00010 / eco00030 / eco00051 / eco00680 / eco01100 / eco01110 / eco01120 / eco01130 / eco01200 / eco01230	Glycolysis / Gluconeogenesis / Pentose phosphate pathway / Fructose and mannose metabolism / Methane metabolism / Metabolic pathways / Biosynthesis of secondary metabolites / Microbial metabolism in diverse environments / Biosynthesis of antibiotics / Carbon metabolism / Biosynthesis of amino acids	BN373_40181	ERS227112_01311	EC958_3204	NCTC13441_00831	b2925	BW25113_2925	ROD_50681	t2987	STM_MW30291	STMMW_30291	SL3261_3044	SL1344_3044	SEN2911	1	92.9	35	-1.29067324838871	1	-6.5	1	0.57495748025641	1	-2.90666353691618	1	1	1	-6.5	1	-6.5	1	-3.33861586007828	1	1	-6.5	1	-1.78317658149265	1	-1.97170609455667	1	-2.59086712904807	1	-1.31100910660975	1
thyA	thyA	eco00240 / eco00670 / eco01100	Pyrimidine metabolism / One carbon pool by folate / Metabolic pathways	BN373_38661	ERS227112_01432	EC958_5050	NCTC13441_00913	b2827	BW25113_2827	ROD_28691	t2910	STM_MW29621	STMMW_29621	SL3261_2979	SL1344_2979	SEN2843	1	92.9	77.5	-6.5	1	-6.5	1	-2.98605811742773	1	-6.5	1	0	1	-6.5	1	-6.5	1	-1.70824737234896	1	1	-6.5	1	-1.85022191176583	1	-3.04483068210612	1	-3.11380516983713	1	-0.712136203210515	1
rpsM	rpsM	eco03010	Ribosome	BN373_43351	ERS227112_00887A	EC958_3692	NCTC13441_1added	b3298	BW25113_3298	ROD_45231	t4087	STM_MW34111	STMMW_34111	SL3261_3385	SL1344_3385	SEN3246	1	92.9	92.5	-6.5	1	-6.5	1	-6.5	1	-6.5	1	0	1	-6.5	1	-1.29303208851155	1	-6.5	1	1	-6.5	1	-6.5	1	-2.20680515750584	1	-2.11693134192141	1	-1.5244093431708	1
ftsH	ftsH	-	-	BN373_42381	ERS227112_01011	EC958_3578	NCTC13441_00515	b3178	BW25113_3178	ROD_46431	t3213	STM_MW32951	STMMW_32951	SL3261_3268	SL1344_3268	SEN3129	1	92.9	82.5	-2.26515713033693	1	-6.5	1	-4.5932722333227	1	-3.99284034859955	1	1	1	-2.40598129504519	1	-2.20112957829992	1	-6.5	1	1	-6.5	1	-2.19619826963589	1	0.0181044380878794	1	-6.5	1	-4.93602641925319	1
rplA	rplA	eco03010	Ribosome	BN373_49771	ERS227112_01831	EC958_5095	NCTC13441_04512	b3984	BW25113_3984	ROD_37681	t3477	STM_MW41031	STMMW_41031	SL3261_4089	SL1344_4089	SEN3934	0	50	70	-0.969765800829942	1	-1.29943492743724	1	1.11350359046704	1	-1.73309725821115	1	0	1	-2.12642267197639	1	1.01177295661748	1	-0.0556392369390727	1	0	-2.01171151692006	1	0.590676615634667	1	-0.249933155921861	1	1.26631361785419	1	1.0797685448536	1
rpsP	rpsP	eco03010	Ribosome	BN373_35861	ERS227112_01711	EC958_2911	NCTC13441_01132	b2609	BW25113_2609	ROD_25591	t2631	STM_MW26901	STMMW_26901	SL3261_2649	SL1344_2649	SEN2597	1	92.9	52.5	-6.5	1	-6.5	1	-6.5	1	-6.5	1	1	1	-6.5	1	-6.5	1	-0.0484894265479679	1	1	0.196895954158967	1	-6.5	1	-1.01979165631404	1	-6.5	1	-6.5	1
glmS	glmS	eco00250 / eco00520 / eco01100 / eco01130	Alanine, aspartate and glutamate metabolism / Amino sugar and nucleotide sugar metabolism / Metabolic pathways / Biosynthesis of antibiotics	BN373_47701	ERS227112_00449	EC958_4202	NCTC13441_04788	b3729	BW25113_3729	ROD_40111	t3658	STM_MW38461	STMMW_38461	SL3261_3828	SL1344_3828	SEN3675	0	78.6	70	-2.2163357274927	1	-6.5	1	-1.44236996621118	1	-3.22070612311925	1	1	1	-1.4909713331129	1	-6.5	1	0.685640395968191	1	0	-1.42947725233096	1	-2.63838788176736	1	-2.36342819252596	1	1.01256945233718	1	-1.14879342898892	1
rpsO	rpsO	eco03010	Ribosome	BN373_42251	ERS227112_01026A	EC958_3567	-	b3165	BW25113_3165	ROD_46671	t3201	STM_MW32831	STMMW_32831	SL3261_3256	SL1344_3256	SEN3118	1	50	60	-0.429416045791423	1	-6.5	1	-0.787724203465168	1	NA	0	0	1	-6.5	1	0.613460182975885	1	-6.5	1	1	-6.5	1	0.973149206019564	1	0.664542255199569	1	0.714441320175171	1	0.703651029766682	1
kdtX	-	-	-	BN373_46161	ERS227112_00604	-	-	-	-	-	-	-	-	-	-	-	0	14.3	5	-1.13276399135612	1	-6.5	1	NA	0	NA	0	0	0	NA	0	NA	0	NA	0	0	NA	0	NA	0	NA	0	NA	0	NA	0
nusA	nusA	-	-	BN373_42291	ERS227112_01023	EC958_3571	NCTC13441_00525	b3169	BW25113_3169	ROD_46631	t3205	STM_MW32871	STMMW_32871	SL3261_3260	SL1344_3260	SEN3122	1	85.7	85	-6.5	1	-2.03187212091999	1	-0.149606370852758	1	0.30968330912783	1	1	1	-6.5	1	0.0299487205340261	1	-1.10651973577027	1	1	-2.70994791352177	1	-0.825712193129487	1	-0.227841653046531	1	-0.380907437919093	1	-1.40569564174364	1
birA	birA	eco00780 / eco01100	Biotin metabolism / Metabolic pathways	BN373_49711	ERS227112_01821	EC958_5089	NCTC13441_04522	b3973	BW25113_3973	ROD_37761	t3488	STM_MW40971	STMMW_40971	SL3261_4082	SL1344_4082	SEN3927	0	78.6	42.5	-0.838907170503302	1	-2.74495427892964	1	0.51584189491341	1	-0.372073369476821	1	1	1	-1.01710560792763	1	0.0435014350105607	1	-0.295463484580704	1	0	-6.5	1	-0.865561278442584	1	-1.87594842302671	1	-1.83121779951236	1	-0.677266894008607	1
rimM	rimM	-	-	BN373_35851	ERS227112_01712	EC958_2910	NCTC13441_01133	b2608	BW25113_2608	ROD_25581	t2630	STM_MW26891	STMMW_26891	SL3261_2648	SL1344_2648	SEN2596	1	92.9	55	-6.5	1	-6.5	1	-6.5	1	-6.5	1	0	1	-6.5	1	-1.40424682158305	1	-6.5	1	1	-0.936262579816542	1	-1.04365481697545	1	-2.15506265130384	1	-2.30615107798983	1	-0.282510176996526	1
ygfZ	ygfZ	-	-	BN373_39931	ERS227112_01337	EC958_3180	NCTC13441_00857	b2898	BW25113_2898	ROD_49351	t2966	STM_MW30081	STMMW_30081	SL3261_3024	SL1344_3024	SEN2891	1	64.3	40	-1.12545638773338	1	-0.402133815086026	1	0.455319012296839	1	-1.78303621818574	1	0	1	-0.960205308068952	1	1.1150173747393	1	-2.07432771721642	1	1	-6.5	1	-0.211280960764144	1	-6.5	1	0.143740823391963	1	0.311182210619915	1
topA	topA	-	-	BN373_18951	ERS227112_05459	EC958_1604	NCTC13441_02492	b1274	BW25113_1274	ROD_17291	t1627	STM_MW17101	STMMW_17101	SL3261_1646	SL1344_1646	SEN1319	0	78.6	67.5	-1.55217110939837	1	-6.5	1	-3.08713634135774	1	-6.5	1	1	1	-2.55345351572396	1	-0.0696222742307378	1	0.203742445245908	1	0	-2.01026900165054	1	0.522582444641876	1	-2.29386728449157	1	-1.05123059721341	1	-1.16012919148667	1
